480
0.0 0.0 0.488037
0.00390625 0.0421881 0.476326
0.00390625 -0.0421881 0.476326
0.0107422 0.0 0.575333
0.0125 0.0562508 0.450561
0.0125 -0.0562508 0.450561
0.0195312 0.0 0.413654
0.0210938 0.0421881 0.424797
0.0210938 -0.0421881 0.424797
0.025 0.0 0.413086
0.03875 0.19625 0.488037
0.03875 -0.19625 0.488037
0.0390625 0.0 0.66803
0.0486597 0.192034 0.575333
0.0486597 -0.192034 0.575333
0.0567676 0.188584 0.413654
0.0567676 -0.188584 0.413654
0.0625 0.0 0.358795
0.0747852 0.180918 0.66803
0.0747852 -0.180918 0.66803
0.0791016 0.0 0.764481
0.0964063 0.171719 0.358795
0.0964063 -0.171719 0.358795
0.1 0.0 0.769043
0.103906 0.0421881 0.777779
0.103906 -0.0421881 0.777779
0.105469 0.0 0.32156
0.111721 0.165203 0.764481
0.111721 -0.165203 0.764481
0.1125 0.0562508 0.796997
0.1125 -0.0562508 0.796997
0.121094 0.0421881 0.816215
0.121094 -0.0421881 0.816215
0.125 0.0 0.300049
0.125 0.0 0.824951
0.125 0.0 0.863037
0.136045 0.154853 0.32156
0.136045 -0.154853 0.32156
0.137695 0.0 0.881027
0.145 0.355 0.488037
0.145 -0.355 0.488037
0.149219 0.0 0.887024
0.15 0.0 0.863037
0.152627 0.347373 0.575333
0.152627 -0.347373 0.575333
0.154062 0.147187 0.300049
0.154062 0.147187 0.863037
0.154062 -0.147187 0.300049
0.154062 -0.147187 0.863037
0.154883 0.0 0.881027
0.158867 0.341133 0.413654
0.158867 -0.341133 0.413654
0.165774 0.142205 0.881027
0.165774 -0.142204 0.881027
0.172734 0.327266 0.66803
0.172734 -0.327266 0.66803
0.175 0.0 0.863037
0.176404 0.137682 0.887024
0.176404 -0.137681 0.887024
0.177125 0.137375 0.863037
0.177125 -0.137375 0.863037
0.181629 0.135459 0.881027
0.181629 -0.135458 0.881027
0.189375 0.310625 0.358795
0.189375 -0.310625 0.358795
0.200187 0.127562 0.863037
0.200187 -0.127562 0.863037
0.201162 0.298838 0.764481
0.201162 -0.298838 0.764481
0.210938 0.0 0.884945
0.219883 0.280117 0.32156
0.219883 -0.280117 0.32156
0.23334 0.113457 0.884945
0.23334 -0.113457 0.884945
0.23375 0.26625 0.300049
0.23375 0.26625 0.863037
0.23375 -0.26625 0.300049
0.23375 -0.26625 0.863037
0.242764 0.257238 0.881027
0.242764 -0.257235 0.881027
0.250945 0.249056 0.887024
0.250945 -0.249054 0.887024
0.2515 0.2485 0.863037
0.2515 -0.2485 0.863037
0.254967 0.245034 0.881027
0.254967 -0.245033 0.881027
0.26925 0.23075 0.863037
0.26925 -0.23075 0.863037
0.29375 0.0 0.900055
0.294766 0.205234 0.884945
0.294766 -0.205234 0.884945
0.30375 0.46125 0.488037
0.30375 -0.46125 0.488037
0.307966 0.45134 0.575333
0.307966 -0.45134 0.575333
0.309734 0.080953 0.900055
0.309734 -0.080953 0.900055
0.311416 0.443233 0.413654
0.311416 -0.443233 0.413654
0.319082 0.425215 0.66803
0.319082 -0.425215 0.66803
0.328281 0.403594 0.358795
0.328281 -0.403594 0.358795
0.334797 0.388279 0.764481
0.334797 -0.388279 0.764481
0.345146 0.363955 0.32156
0.345146 -0.363955 0.32156
0.352812 0.345937 0.300049
0.352812 0.345937 0.863037
0.352812 -0.345937 0.300049
0.352812 -0.345937 0.863037
0.353562 0.146438 0.900055
0.353562 -0.146438 0.900055
0.357795 0.334229 0.881027
0.357795 -0.334224 0.881027
0.362318 0.323599 0.887024
0.362318 -0.323595 0.887024
0.362625 0.322875 0.863037
0.362625 -0.322875 0.863037
0.364542 0.318373 0.881027
0.364542 -0.318371 0.881027
0.372437 0.299813 0.863037
0.372437 -0.299813 0.863037
0.385938 0.0 0.915394
0.386543 0.266661 0.884945
0.386543 -0.266661 0.884945
0.394777 0.0447694 0.915394
0.394777 -0.0447694 0.915394
0.414844 0.0 1.03776
0.41875 0.0 1.00793
0.419016 0.0809842 0.915394
0.419016 -0.0809842 0.915394
0.419047 0.190266 0.900055
0.419047 -0.190266 0.900055
0.421414 0.0335127 1.03776
0.421414 -0.0335127 1.03776
0.425021 0.0319696 1.00793
0.425021 -0.0319696 1.00793
0.43946 0.0605401 1.03776
0.43946 -0.0605401 1.03776
0.442242 0.0577578 1.00793
0.442242 -0.0577578 1.00793
0.45 0.0 0.937988
0.450781 0.0 0.971153
0.453875 0.0196248 0.937988
0.453875 -0.0196248 0.937988
0.454586 0.0193479 0.971153
0.454586 -0.0193479 0.971153
0.45523 0.105222 0.915394
0.45523 -0.105222 0.915394
0.4645 0.0354995 0.937988
0.4645 -0.0354995 0.937988
0.465028 0.0349715 0.971153
0.465028 -0.0349715 0.971153
0.466487 0.0785866 1.03776
0.466487 -0.0785866 1.03776
0.46803 0.0749796 1.00793
0.46803 -0.0749796 1.00793
0.480375 0.0461242 0.937988
0.480375 -0.0461242 0.937988
0.480652 0.0454139 0.971153
0.480652 -0.0454139 0.971153
0.5 0.0 1.05005
0.5 0.0492185 0.971153
0.5 0.049999 0.937988
0.5 0.0812503 1.00793
0.5 0.0851567 1.03776
0.5 0.114062 0.915394
0.5 0.20625 0.900055
0.5 0.289063 0.884945
0.5 0.325001 0.863037
0.5 0.34512 0.881027
0.5 0.35 0.863037
0.5 0.350785 0.887024
0.5 0.362308 0.881027
0.5 0.375 0.300049
0.5 0.375 0.863037
0.5 0.394531 0.32156
0.5 0.420898 0.764481
0.5 0.4375 0.358795
0.5 0.460938 0.66803
0.5 0.480469 0.413654
0.5 0.489258 0.575333
0.5 0.5 0.488037
0.5 -0.0492185 0.971153
0.5 -0.049999 0.937988
0.5 -0.0812503 1.00793
0.5 -0.0851567 1.03776
0.5 -0.114062 0.915394
0.5 -0.20625 0.900055
0.5 -0.289063 0.884945
0.5 -0.325001 0.863037
0.5 -0.345118 0.881027
0.5 -0.35 0.863037
0.5 -0.35078 0.887024
0.5 -0.362303 0.881027
0.5 -0.375 0.300049
0.5 -0.375 0.863037
0.5 -0.394531 0.32156
0.5 -0.420898 0.764481
0.5 -0.4375 0.358795
0.5 -0.460938 0.66803
0.5 -0.480469 0.413654
0.5 -0.489258 0.575333
0.5 -0.5 0.488037
